ips,ports,tcp,rto,rtt,ato,mss,maxcwnd,ssthresh,send,pace,unacked
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.413,40,1448,396.0,40.0,237.6375,285.05,191
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.416,40,1448,396.0,40.0,237.3375,284.75,189
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.39,40,1448,396.0,40.0,239.925,287.875,194
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.576,40,1448,396.0,40.0,222.6,267.1125,182
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.305,40,1448,259.0,135.0,162.7,195.175,161
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.394,40,1448,269.0,135.0,162.7,195.2125,152
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.242,40,1448,270.0,135.0,174.375,209.1875,207
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.435,40,1448,291.0,135.0,173.05,207.625,171
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.288,40,1448,291.0,135.0,184.1625,221.0,186
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.382,40,1448,291.0,135.0,176.9,212.2375,207
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.495,40,1448,291.0,135.0,168.8875,202.6375,155
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.415,40,1448,291.0,135.0,174.475,209.375,204
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.384,40,1448,291.0,135.0,176.75,212.0875,161
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.307,40,1448,291.0,135.0,182.65,219.175,191
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.237,40,1448,291.0,135.0,188.3625,226.0125,176
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,1.997,40,1448,253.0,224.0,183.45,220.05,155
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.41,40,1448,271.0,224.0,162.825,195.35,125
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,-1,40,1448,283.0,224.0,204.8875,245.8375,203
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.368,40,1448,304.0,224.0,185.8875,222.9875,189
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.399,40,1448,317.0,224.0,191.3375,229.5625,195
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.451,40,1448,320.0,224.0,189.05,226.7875,209
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,1.626,40,1448,320.0,224.0,284.975,341.8875,-1
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.49,40,1448,320.0,224.0,186.0875,223.3,197
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.473,40,1448,322.0,224.0,188.5375,226.1875,155
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,208,5.779,40,1448,342.0,224.0,85.6875,102.825,331
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.368,40,1448,378.0,224.0,231.1375,277.2875,193
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.437,40,1448,384.0,224.0,228.1625,273.75,176
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.421,40,1448,384.0,224.0,229.675,275.5625,208
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.42,40,1448,384.0,224.0,229.7625,275.65,180
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.426,40,1448,384.0,224.0,229.2,275.0125,186
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.517,40,1448,384.0,224.0,220.9125,265.0625,180
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.503,40,1448,285.0,285.0,164.875,197.825,153
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.069,40,1448,285.0,285.0,199.4625,239.3375,210
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.436,40,1448,352.0,285.0,209.2375,251.075,175
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.116,40,1448,279.0,263.0,190.925,229.0625,184
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.168,40,1448,279.0,263.0,186.3375,223.5625,178
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.396,40,1448,302.0,263.0,182.5125,218.95,164
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.47,40,1448,302.0,263.0,177.0375,212.425,190
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.355,40,1448,302.0,263.0,185.6875,222.775,165
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.331,40,1448,302.0,263.0,187.6,225.075,176
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.433,40,1448,302.0,263.0,179.7375,215.675,156
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.431,40,1448,302.0,263.0,179.8875,215.85,175
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.281,40,1448,302.0,263.0,191.7125,230.0,158
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.409,40,1448,302.0,263.0,181.525,217.825,176
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.422,40,1448,302.0,263.0,180.55,216.6,205
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.411,40,1448,302.0,263.0,181.375,217.6,188
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.51,40,1448,302.0,263.0,174.225,209.0375,186
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.491,40,1448,366.0,263.0,212.75,255.2125,171
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.562,40,1448,553.0,263.0,312.55,374.925,176
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.53,40,1448,553.0,263.0,316.5,379.7625,165
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.381,40,1448,553.0,263.0,336.3,403.5,176
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.473,40,1448,553.0,263.0,323.8,388.5,180
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.372,40,1448,553.0,263.0,337.5875,405.05,175
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.349,40,1448,553.0,263.0,340.8875,408.9125,161
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.439,40,1448,387.0,387.0,229.7625,275.6625,193
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.387,40,1448,387.0,387.0,234.7625,281.625,160
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.402,40,1448,387.0,387.0,233.3,279.925,161
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.355,40,1448,387.0,387.0,237.95,285.5,189
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.406,40,1448,387.0,387.0,232.9125,279.4875,199
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.441,40,1448,387.0,387.0,229.5625,275.4625,192
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.43,40,1448,387.0,387.0,230.6125,276.7,164
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.475,40,1448,387.0,387.0,226.4125,271.6625,198
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.382,40,1448,407.0,387.0,247.4125,296.7875,163
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.358,40,1448,407.0,387.0,249.925,299.825,162
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.416,40,1448,407.0,387.0,243.925,292.6375,185
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.378,40,1448,407.0,387.0,247.825,297.3,164
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.459,40,1448,407.0,387.0,239.6625,287.55,199
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.46,40,1448,407.0,387.0,239.5625,287.4375,192
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.397,40,1448,407.0,387.0,245.8625,294.9875,184
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.441,40,1448,407.0,387.0,241.4375,289.6125,157
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.491,40,1448,407.0,387.0,236.5875,283.85,184
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.384,40,1448,407.0,387.0,247.2,296.6125,204
"['134.197.41.42', '134.197.113.68']","['2:36828', '8:ssh']",cubic,204,2.506,40,1448,407.0,387.0,235.175,282.175,190
