ips,ports,tcp,rto,rtt,ato,mss,maxcwnd,ssthresh,send,pace,unacked
"['134.197.41.42', '134.197.113.68']","['2:36758', '8:ssh']",cubic,204,2.437,40,1448,505.0,775.0,300.0625,360.0125,174
"['134.197.41.42', '134.197.113.68']","['2:36758', '8:ssh']",cubic,204,2.382,40,1448,536.0,775.0,325.825,390.85,180
"['134.197.41.42', '134.197.113.68']","['2:36758', '8:ssh']",cubic,204,2.415,40,1448,536.0,775.0,321.375,385.5375,189
"['134.197.41.42', '134.197.113.68']","['2:36758', '8:ssh']",cubic,204,2.401,40,1448,536.0,775.0,323.25,387.8625,194
"['134.197.41.42', '134.197.113.68']","['2:36758', '8:ssh']",cubic,204,2.476,40,1448,536.0,775.0,313.4625,376.025,168
"['134.197.41.42', '134.197.113.68']","['2:36758', '8:ssh']",cubic,204,2.474,40,1448,536.0,775.0,313.7125,376.375,180
"['134.197.41.42', '134.197.113.68']","['2:36758', '8:ssh']",cubic,204,2.375,40,1448,536.0,775.0,326.7875,392.05,189
"['134.197.41.42', '134.197.113.68']","['2:36758', '8:ssh']",cubic,204,2.402,40,1448,536.0,775.0,323.1125,387.7375,177
"['134.197.41.42', '134.197.113.68']","['2:36758', '8:ssh']",cubic,204,2.45,40,1448,536.0,775.0,316.7875,380.025,192
"['134.197.41.42', '134.197.113.68']","['2:36758', '8:ssh']",cubic,204,2.347,40,1448,536.0,775.0,330.6875,396.7875,164
"['134.197.41.42', '134.197.113.68']","['2:36758', '8:ssh']",cubic,204,2.417,40,1448,536.0,775.0,321.1125,385.2375,176
"['134.197.41.42', '134.197.113.68']","['2:36758', '8:ssh']",cubic,204,2.406,40,1448,536.0,775.0,322.575,387.0125,194
"['134.197.41.42', '134.197.113.68']","['2:36758', '8:ssh']",cubic,204,2.46,40,1448,536.0,775.0,315.5,378.525,165
"['134.197.41.42', '134.197.113.68']","['2:36758', '8:ssh']",cubic,204,2.37,40,1448,536.0,775.0,327.475,392.85,190
"['134.197.41.42', '134.197.113.68']","['2:36758', '8:ssh']",cubic,204,2.568,40,1448,536.0,775.0,302.225,362.625,-1
"['134.197.41.42', '134.197.113.68']","['2:36758', '8:ssh']",cubic,204,2.451,40,1448,470.0,775.0,277.6625,333.075,179
"['134.197.41.42', '134.197.113.68']","['2:36758', '8:ssh']",cubic,204,2.385,40,1448,470.0,775.0,285.35,342.325,160
"['134.197.41.42', '134.197.113.68']","['2:36758', '8:ssh']",cubic,204,2.397,40,1448,470.0,775.0,283.925,340.675,200
"['134.197.41.42', '134.197.113.68']","['2:36758', '8:ssh']",cubic,204,2.44,40,1448,470.0,775.0,278.9125,334.7,196
"['134.197.41.42', '134.197.113.68']","['2:36758', '8:ssh']",cubic,204,2.372,40,1448,470.0,775.0,286.9125,344.225,181
