ips,ports,tcp,rto,rtt,ato,mss,maxcwnd,ssthresh,send,pace,unacked
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.39,40,1448,313.0,37.0,189.6375,227.55,156
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.388,40,1448,313.0,37.0,189.7875,227.7375,180
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.445,40,1448,313.0,37.0,185.3625,222.4125,169
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.346,40,1448,313.0,37.0,193.1875,231.8,158
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.426,40,1448,313.0,37.0,186.825,224.15,201
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.389,40,1448,313.0,37.0,189.7125,227.6,196
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.425,40,1448,313.0,37.0,186.9,224.25,172
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.425,40,1448,313.0,37.0,186.9,224.2,176
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.48,40,1448,313.0,37.0,182.75,219.225,169
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.329,40,1448,313.0,37.0,194.6,233.4875,156
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.451,40,1448,313.0,37.0,184.9125,221.8375,207
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.418,40,1448,313.0,37.0,187.4375,224.875,191
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.398,40,1448,313.0,37.0,189.0,226.7625,159
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.46,40,1448,313.0,37.0,184.2375,221.0875,-1
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.398,40,1448,417.0,234.0,251.8,302.1625,191
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.456,40,1448,417.0,234.0,245.85,294.925,173
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.39,40,1448,417.0,234.0,252.6375,303.075,175
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.381,40,1448,613.0,234.0,372.8,447.2125,188
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.422,40,1448,613.0,234.0,366.4875,439.775,188
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.433,40,1448,613.0,234.0,364.825,437.6375,153
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.397,40,1448,613.0,234.0,370.3,444.3625,161
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.468,40,1448,613.0,234.0,359.65,431.5875,169
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.36,40,1448,613.0,234.0,376.1125,451.1875,162
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.385,40,1448,613.0,234.0,372.175,446.6,182
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.354,40,1448,613.0,234.0,377.075,452.4125,163
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.363,40,1448,613.0,234.0,375.6375,450.6375,194
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.472,40,1448,613.0,234.0,359.075,430.7375,175
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.412,40,1448,613.0,234.0,368.0,441.6,191
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.371,40,1448,613.0,234.0,374.3625,449.15,203
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.335,40,1448,613.0,234.0,380.1375,456.075,165
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.403,40,1448,613.0,234.0,369.3875,443.1875,156
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.43,40,1448,613.0,234.0,365.275,438.2875,167
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.441,40,1448,613.0,234.0,363.6375,436.3125,214
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.434,40,1448,613.0,234.0,364.675,437.5875,166
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.425,40,1448,613.0,234.0,366.025,439.075,161
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.367,40,1448,613.0,234.0,375.0,449.8375,191
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.422,40,1448,613.0,234.0,366.4875,439.7125,203
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.386,40,1448,613.0,234.0,372.0125,446.325,179
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.394,40,1448,613.0,234.0,370.775,444.7875,197
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.428,40,1448,613.0,234.0,365.575,438.6,168
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.552,40,1448,613.0,234.0,347.8125,417.3,167
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.416,40,1448,613.0,234.0,367.4,440.7625,181
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.374,40,1448,613.0,234.0,373.9,448.575,182
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.424,40,1448,613.0,234.0,366.1875,439.3,190
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.409,40,1448,613.0,234.0,368.4625,442.0375,168
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.409,40,1448,613.0,234.0,368.4625,442.15,190
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.418,40,1448,613.0,234.0,367.0875,440.375,188
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.423,40,1448,613.0,234.0,366.3375,439.55,171
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.39,40,1448,613.0,234.0,371.3875,445.65,176
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.344,40,1448,613.0,234.0,378.675,454.3,170
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.354,40,1448,613.0,234.0,377.075,452.4875,163
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.446,40,1448,613.0,234.0,362.8875,435.4375,180
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.406,40,1448,613.0,234.0,368.925,442.5625,179
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.45,40,1448,613.0,234.0,362.3,434.7125,171
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.385,40,1448,613.0,234.0,372.175,446.5375,159
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.37,40,1448,613.0,234.0,374.525,449.2875,193
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.502,40,1448,613.0,234.0,354.7625,425.5875,198
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.465,40,1448,613.0,234.0,360.0875,431.95,174
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.393,40,1448,613.0,234.0,370.925,445.0125,190
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.412,40,1448,613.0,234.0,368.0,441.4875,160
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.342,40,1448,258.0,210.0,159.5125,191.3875,125
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.393,40,1448,267.0,210.0,161.5625,193.85,141
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.289,40,1448,268.0,210.0,169.5375,203.425,198
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.265,40,1448,270.0,210.0,172.6125,207.0875,192
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.391,40,1448,270.0,210.0,163.5125,196.15,142
"['134.197.41.42', '134.197.113.68']","['2:36824', '8:ssh']",cubic,204,2.159,40,1448,270.0,210.0,181.0875,217.275,186
